Owner	Route	STR NO	Structure Name	MP xxxx.xxx	Latitude ddmmss.ss	Longitude ddmmss.ss	County	Municipality
State Routes	147	0517151	RT N.J. 147 OVER GRASSY SOUND	0002.460	39.0142	-74.4842	CAPE MAY	Middle township
State Routes	147	0517152	NJ 147 OVER BEACH CREEK	0003.240	39.0112	-74.48	CAPE MAY	North Wildwood city
State Routes	152	0122152	ROUTE NJ 152 OVER DOLES CREEK	0002.450	39.18451	-74.32397	ATLANTIC	Egg Harbor Township
State Routes	152	0122155	RT 152 OVER BROAD THOROFARE	0001.610	39.1848	-74.333	ATLANTIC	Egg Harbor Township
State Routes	152	0122156	ROUTE NJ 152 / CREEK AT STA. 91	0001.130	39.185067	-74.340658	ATLANTIC	Egg Harbor Township
State Routes	152	0122157	ROUTE NJ 152 BRIDGE OVER CREEK AT STA 61+49	0000.970	39.185073	-74.341678	ATLANTIC	Egg Harbor Township
State Routes	152	0122158	ROUTE NJ 152 OVER SOMERS CREEK	0000.300	39.18562	-74.3501	ATLANTIC	Egg Harbor Township
State Routes	152	0122159	ROUTE NJ 152 OVER BASS HARBOR	0000.170	39.19002	-74.35092	ATLANTIC	Egg Harbor Township
State Routes	154	0424151	RT NJ 154 OVER NO BR COOPER RIVER	0001.220	39.542797	-75.004116	CAMDEN	Cherry Hill township
State Routes	156	1125150	N.J. ROUTE 156 OVER DOCTOR_S CREEK	0000.140	40.1042	-74.4006	MERCER	Hamilton township
State Routes	159	1430150	NJ ROUTE 159 WB OVER US 46 EB	0000.050	40.51345	-74.19303	MORRIS	Montville township
State Routes	159	1430151	N.J RT.159 OVER BRANCH OF PASSAIC RIV	0000.250	40.51318	-74.19151	MORRIS	Montville township
State Routes	159	1430152	RT 159 EB OVER THE PASSAIC RIVER	0000.320	40.51322	-74.19112	MORRIS	Montville township
State Routes	159	1430153	NJ 159 WB OVER PASSAIC RIVER	0000.320	40.51306	-74.190816	MORRIS	Montville township
State Routes	162	0513150	NJ-162 OVER CAPE MAY CANAL	0000.290	38.5742	-74.552069	CAPE MAY	Lower township
State Routes	165	1019150	RT165 OVER SWAN CREEK	0000.160	40.21528	-74.56299	HUNTERDON	Lambertville city
State Routes	166	1516150	ROUTE NJ 166 OVER JAKES BRANCH	0000.770	39.564662	-74.113846	OCEAN	South Toms River borough
State Routes	166	1516151	RT NJ166 OVER S.CHANNEL OF TOMS RIVER	0001.050	39.570036	-74.115394	OCEAN	Dover township
State Routes	166	1516152	RT NJ 166 OVER NO. CHANNEL OF TOMS R.	0001.130	39.57057	-74.11561	OCEAN	Dover township
State Routes	168	0426151	ROUTE NJ 168 OVER RT I95	0007.420	39.522157	-75.04566	CAMDEN	Bellmawr borough
State Routes	168	0426153	ROUTE NJ 168 / NEWTON CREEK	0009.520	39.540518	-75.05402	CAMDEN	Haddon township
State Routes	168	0819150	ROUTE NJ 168 / GRENLOCH LAKE	0000.750	39.464848	-75.031242	GLOUCESTER	Washington township
State Routes	173	1004151	NJ 173 / SOUTH BRANCH RARITAN RIVER	0013.560	40.380642	-74.54423	HUNTERDON	Clinton town
State Routes	173	1004153	ROUTE NJ 173 RT NJ31	0014.550	40.38276	-74.534836	HUNTERDON	Clinton township
State Routes	173	1024151	ROUTE NJ 173 OVER MULHOCKAWAY CREEK	0008.980	40.382727	-74.591504	HUNTERDON	Union township
State Routes	173	2103152	NJ 173 OVER POHATCONG CREEK	0001.500	40.393888	-75.064853	WARREN	Greenwich township
State Routes	173	2103153	NJ 173 OVER MUSCONETCONG RIVER	0003.390	40.393186	-75.045034	WARREN	Greenwich township
State Routes	173	2103155	NJ 173 OVER I-78	0000.220	40.401258	-75.080672	WARREN	Greenwich township
State Routes	173	2103156	NJ 173 / US 22 EB	0000.320	40.400847	-75.075996	WARREN	Greenwich township
State Routes	179	1020150	ROUTE NJ  179  OVER ALEXAUKEN CREEK	0003.750	40.241266	-74.541391	HUNTERDON	West Amwell township
State Routes	179	1022150	ROUTE NJ 179 / BACK BROOK (RINGOES CREEK)	0006.160	40.252718	-74.520972	HUNTERDON	East Amwell township
State Routes	183	1426150	NJ 183 / NJ TRANSIT (MORRISTOWN LINE)	0000.605	40.535145	-74.420741	MORRIS	Netcong borough
State Routes	183	1426151	ROUTE NJ 183 OVER MUSCONETCONG LAKE OUTLET	0000.960	40.540673	-74.421721	MORRIS	Netcong borough
State Routes	184	1241150	ROUTE NJ 184 OVER US 9	0000.340	40.320435	-74.175049	MIDDLESEX	Woodbridge township
State Routes	184	1241151	PFEIFFER BLVD (NJ 184) OVER RT440	0001.190	40.31429	-74.16586	MIDDLESEX	Perth Amboy city
State Routes	185	0922150	"NJ 185 / NJ 440 NB, Conrail & Port Jersey Railroad"	0000.120	40.410567	-74.053168	HUDSON	Jersey City city
State Routes	195	1116150	S. BROAD ST.(CR 524) OVER GROPP LAKE	0000.890	40.1112	-74.4124	MERCER	Hamilton township
State Routes	195	1134150	HOBSON AVENUE OVER I-195	0000.000	40.110544	-74.424515	MERCER	Hamilton township
State Routes	195	1134151	US 206 OVER I-195	0038.700	40.11093	-74.421658	MERCER	Hamilton township
State Routes	195	1134152	RAMP(I-195EB TO RT. 206SB) OVER CROSSWICKS CREEK	0000.920	40.1054	-74.4212	MERCER	Hamilton township
State Routes	195	1134153	I-195 EB OVER S BROAD ST EB (CR. 524)	0001.670	40.1054	-74.4212	MERCER	Hamilton township
State Routes	195	1134154	I-195 WB/S BROAD ST EB (CO 524)	0001.550	40.1112	-74.4136	MERCER	Hamilton township
State Routes	195	1134155	I-195 RAMP P OVER SOUTH BROAD ST EB (CR 524)	0001.550	40.1054	-74.4212	MERCER	Hamilton township
State Routes	195	1134156	LAKESIDE BLVD OVER I-195	0000.000	40.1018	-74.413	MERCER	Hamilton township
State Routes	195	1134157	YARDVILLE-HAMILTON SQ RD /I-195	0001.450	40.115478	-74.394944	MERCER	Hamilton township
State Routes	195	1134158	I-195 EB OVER KLOCKNER ROAD	0004.110	40.1206	-74.3906	MERCER	Hamilton township
State Routes	195	1134159	I-195 WB OVER KLOCKNER ROAD	0004.110	40.1208	-74.3906	MERCER	Hamilton township
State Routes	195	1134160	I-195 EB over CONRAIL (Abandoned)	0004.250	40.120977	-74.38533	MERCER	Hamilton township
State Routes	195	1134161	I-195 WB over CONRAIL (Abandoned)	0004.250	40.121189	-74.38484	MERCER	Hamilton township
State Routes	195	1134163	I-195 EB OVER US 130	0004.900	40.1206	-74.3806	MERCER	Hamilton township
State Routes	195	1134164	I-195 WB / US 130	0004.900	40.1206	-74.3806	MERCER	Hamilton township
State Routes	195	1134166	RICHARDSON ROAD OVER I-195	0000.000	40.1154	-74.3706	MERCER	
State Routes	195	1134171	"I-195 EB/S BROAD ST WB,ARENA DR"	0001.700	40.11	-74.4212	MERCER	Hamilton township
State Routes	195	1134172	I-195 WB / S. BROAD ST WB (CR 524) & ARENA DR.	0001.670	40.111732	-74.412846	MERCER	Hamilton township
State Routes	195	1134173	RAMP LA / ARENA DR. (CO. 620)	0001.700	40.11	-74.4212	MERCER	Hamilton township
State Routes	195	1134174	"I-195 RAMP ""Q"" OVER S BROAD ST WB & ARENA DR NB"	0001.670	40.11143	-74.4129	MERCER	Hamilton township
State Routes	195	1134176	"I-195 EASTBOUND OVER I-195 RAMP ""H"""	0000.140	40.110058	-74.430969	MERCER	Hamilton township
State Routes	195	1134177	I-195 WB / I95 RAMP H	0000.140	40.110228	-74.430834	MERCER	Hamilton township
State Routes	195	1135150	I-195 EB OVER NJ TURNPIKE	0006.840	40.113749	-74.360512	MERCER	
State Routes	195	1135151	I-195 WB OVER NJ TURNPIKE	0006.840	40.113821	-74.360405	MERCER	
State Routes	195	1135152	ROBBINSVILLE-ALLENTOWN RD /I-195	0009.350	40.113075	-74.353389	MERCER	
State Routes	195	1136151	RT.I-195 RAMP E / WETLANDS	0000.000	40.11007	-74.43355	MERCER	Hamilton township
State Routes	195	1330150	OLD YORK ROAD (CR 524 & 539) OVER I-195	0007.740	40.110893	-74.341307	MONMOUTH	Upper Freehold township
State Routes	195	1330151	RT I195 EB OVER SHARON STATION ROAD	0010.250	40.1036	-74.3224	MONMOUTH	Freehold township
State Routes	195	1330152	I-195 WB OVER SHARON STATION RD.	0010.250	40.1036	-74.3224	MONMOUTH	Upper Freehold township
State Routes	195	1330154	IMLAY-HIGHTSTOWN ROAD(CR 43) OVER I-195	0001.370	40.1038	-74.3042	MONMOUTH	Upper Freehold township
State Routes	195	1330156	I-195 EB / RUES RD	0012.820	40.1024	-74.3336	MONMOUTH	Upper Freehold township
State Routes	195	1330157	I-195 WB OVER RUES ROAD	0012.820	40.102545	-74.293368	MONMOUTH	Upper Freehold township
State Routes	195	1330159	YELLOW MEETING HOUSE ROAD/ROUTE I-195	0000.000	40.103	-74.2754	MONMOUTH	Millstone township
State Routes	195	1330162	TRENTON-LAKEWOOD ROAD(CR 526)/I-195	0018.170	40.1012	-74.264585	MONMOUTH	Millstone township
State Routes	195	1330165	MONMOUTH RD (CR 537) OVER I-195	0041.670	40.093596	-74.252734	MONMOUTH	Millstone township
State Routes	195	1333150	FORT PLAINS ROAD OVER I-195	0000.210	40.092072	-74.152865	MONMOUTH	Howell township
State Routes	195	1333152	I-195 WB OVER ROUTE US 9	0027.170	40.095371	-74.140757	MONMOUTH	Howell township
State Routes	195	1333153	ROUTE I-195 EB OVER ROUTE 9	0027.170	40.095258	-74.140702	MONMOUTH	Howell township
State Routes	195	1333154	I-195 WB OVER PINEWOOD RD	0027.750	40.1001	-74.1329	MONMOUTH	Howell township
State Routes	195	1333155	ROUTE I-195 EB / PINEWOOD RD	0027.750	40.09597	-74.133078	MONMOUTH	Howell township
State Routes	195	1333156	E. ALDRICH ROAD OVER I-195	0000.350	40.10003	-74.122862	MONMOUTH	Howell township
State Routes	195	1333157	OAK GLEN ROAD OVER I-195	0003.920	40.1	-74.1154	MONMOUTH	Howell township
State Routes	195	1333158	PREVENTORIUM ROAD OVER I-195	0000.000	40.095867	-74.105328	MONMOUTH	Howell township
State Routes	195	1333159	I-195EB/SOUTHERN DIVISION RR	0030.420	40.1	-74.103	MONMOUTH	Howell township
State Routes	195	1333160	I-195WB / NJT SOUTHERN BRANCH	0030.420	40.1	-74.103	MONMOUTH	Howell township
State Routes	195	1333161	OLD TAVERN ROAD (CR 21) OVER I-195	0003.090	40.0951	-74.0958	MONMOUTH	Howell township
State Routes	195	1333162	I-195 EB OVER MANASQUAN RIVER	0031.140	40.094932	-74.09282	MONMOUTH	Howell township
State Routes	195	1333163	I-195 WB OVER MANASQUAN RIVER	0031.140	40.0955	-74.1036	MONMOUTH	Howell township
State Routes	195	1333164	I-195 EB OVER MARSH BOG BROOK	0031.220	40.095	-74.0934	MONMOUTH	Howell township
State Routes	195	1333165	I-195 W.B. OVER MARSH BOG BROOK	0031.220	40.095071	-74.093534	MONMOUTH	Howell township
State Routes	195	1333167	COUNTY ROUTE 547 SB OVER I-195	0015.050	40.094801	-74.091701	MONMOUTH	Howell township
State Routes	195	1333168	COUNTY ROUTE 547 NB OVER I-195	0015.050	40.094706	-74.091111	MONMOUTH	Howell township
State Routes	195	1333169	I-195 EB OVER MINGAMAHONE BROOK	0031.880	40.09473	-74.085	MONMOUTH	Howell township
State Routes	195	1333170	I-195 WB OVER MINGAMAHONE BROOK	0031.880	40.09482	-74.08505	MONMOUTH	Howell township
State Routes	195	1333171	I-195 WB / ALLAIRE PRK TOWPATH&CANAL	0032.090	40.094976	-74.08373	MONMOUTH	Howell township
State Routes	195	1333172	I-195EB OVER ALLAIRE PARK TOWPATH	0032.090	40.0954	-74.0836	MONMOUTH	Howell township
State Routes	195	1333173	I-195 WB OVER ALLAIRE ROAD (CR 524)	0032.210	40.0954	-74.083	MONMOUTH	Howell township
State Routes	195	1333174	I-195 EB OVER ALLAIRE RD (CO 524)	0032.210	40.0948	-74.083	MONMOUTH	Howell township
State Routes	195	1333175	CTY RT 547SB OVER MANASQUAN RIVER	0014.910	40.09417	-74.09174	MONMOUTH	Howell township
State Routes	195	1333176	CO RT 547 NB OVER MANASQUAN RIVER	0014.910	40.09407	-74.09162	MONMOUTH	Howell township
State Routes	195	1517150	ANDERSON ROAD / I-195	0016.940	40.0934	-74.25139	OCEAN	Jackson township
State Routes	195	1517151	I-195 OVER TOMS RIVER	0017.180	40.092892	-74.24585	OCEAN	Jackson township
State Routes	195	1517152	I-195 OVER BRANCH OF TOMS RIVER	0017.420	40.0924	-74.2442	OCEAN	Jackson township
State Routes	195	1517153	I-195 EB/TRNTN-CASVLE RD(CO 571& 526)	0017.660	40.093	-74.2424	OCEAN	Jackson township
State Routes	195	1517154	I-195 WB/TRNTN-CASVLE RD(CO 526 &571)	0017.660	40.093	-74.2424	OCEAN	Jackson township
State Routes	195	1517156	WRIGHT-DEBOW ROAD OVER I-195	0000.000	40.09338	-74.251	OCEAN	Jackson township
State Routes	195	1517157	LEESVILLE SILOAM ROAD (DIAMOND ROAD) OVER I-195	0000.000	40.0916	-74.2202	OCEAN	Jackson township
State Routes	195	1517158	CEDAR SWAMP RD (CR 527) OVER I-195	0018.470	40.0918	-74.2048	OCEAN	Jackson township
State Routes	195	1517159	I-195 WB/S BRNCH METEDECONK RIVER	0021.870	40.092489	-74.162615	OCEAN	Jackson township
State Routes	195	1517160	I-195 EB OVER SO BR METEDECONK RV	0021.870	40.092489	-74.162615	OCEAN	Jackson township
State Routes	195	1517163	JACKSON MILLS-FREEHOLD RD OVER I-195	0005.410	40.381728	-74.5352	OCEAN	Jackson township
State Routes	195	1517164	HARMONY ROAD OVER ROUTE I-195	0001.120	40.09366	-74.23219	OCEAN	Jackson township
State Routes	195	1517166	CHANDLER ROAD (C.R. 641) OVER I-195	0000.870	40.12281	-74.0408	OCEAN	Jackson township
State Routes	195	1517168	NORTH NEW PROSPECT ROAD OVER I-195	0000.000	40.0925	-74.160681	OCEAN	Jackson township
State Routes	195	1517169	I-195 EB OVER NORTH BRANCH METEDECONK RIVER	0025.630	40.092083	-74.153695	OCEAN	Jackson township
State Routes	195	1517170	I-195 WB OVER NORTH BRANCH METEDECONK RIVER	0025.630	40.092175	-74.153676	OCEAN	Jackson township
State Routes	202	1011153	ACCESS RD OVER 3RD NESHANIC R	0009.360	40.28285	-74.51477	HUNTERDON	Raritan township
State Routes	202	1011154	RTS 31 & 202 OVER 3RD NESHANIC RIVER	0009.360	40.282945	-74.514625	HUNTERDON	Raritan township
State Routes	202	1011155	NJ 31 & US 202 OVER 2ND NESHANIC	0009.940	40.29	-74.5154	HUNTERDON	Raritan township
State Routes	202	1011156	US202-NJ31 OVER 1ST NESHANIC RIVER	0010.400	40.292307	-71.514414	HUNTERDON	Raritan township
State Routes	202	1021150	US202 NB OVER SOUTH BRANCH RARITAN RIVER	0013.800	40.310777	-74.484829	HUNTERDON	Raritan township
State Routes	202	1021151	US 202 SB OVER SOUTH BRANCH RARITAN RIVER	0013.800	40.310941	-74.484771	HUNTERDON	Raritan township
State Routes	202	1021152	US 202 NB /NORFOLK SOUTHERN RR	0014.040	40.311642	-74.483627	HUNTERDON	Readington township
State Routes	202	1021153	US 202 SB OVER NORFOLK SOUTHERN RR	0014.040	40.311659	-74.483697	HUNTERDON	Readington township
State Routes	202	1021154	US 202 NB OVER NORFOLK SOUTHERN RR	0014.110	40.311882	-74.483284	HUNTERDON	Readington township
State Routes	202	1021155	US 202 SB OVER NORFOLK SOUTHERN RR	0014.110	40.311899	-74.483342	HUNTERDON	Readington township
State Routes	202	1021157	ROUTE US 202 OVER PLEASANT RUN	0017.070	40.322664	-74.453114	HUNTERDON	Readington township
State Routes	202	1023151	"US 202 NB/HQ RD, RR, ALX CRK & ALX CRK RD"	0000.400	40.225456	-74.565636	HUNTERDON	Lambertville city
State Routes	202	1023152	"US 202 SB/HQ RD, RR, ALEX CRK RD & ALEX CRK"	0000.400	40.225554	-74.565623	HUNTERDON	Lambertville city
State Routes	202	1023153	US 202 / CR 605(QUEENS RD) & ALEXAUKEN CREEK	0002.810	40.241051	-74.54464	HUNTERDON	West Amwell township
State Routes	202	1023154	ROUTE US 202 RAMP D OVER ALEXAUKEN CRK.	0002.720	40.241152	-74.545052	HUNTERDON	West Amwell township
State Routes	202	1023155	QUEENS RD (CO.605) OVER ALEXAUKEN CRK	0000.300	40.241042	-74.543725	HUNTERDON	West Amwell township
State Routes	202	1023156	US ROUTE 202 OVER NJ ROUTE 179	0004.980	40.250423	-74.523892	HUNTERDON	East Amwell township
State Routes	202	1023159	ROUTE US 202 NORTHBOUND OVER ROUTE NJ 31	0005.700	40.2523	-74.5156	HUNTERDON	East Amwell township
State Routes	202	1023160	US 202 SB OVER NJ 31	0005.700	40.252411	-74.515622	HUNTERDON	East Amwell township
State Routes	202	1416150	US 202 OVER PRIMROSE BROOK	0040.570	40.450919	-74.31422	MORRIS	Harding township
State Routes	202	1416152	US 202 OVER WHIPPANY RIVER	0045.730	40.48459	-74.2849	MORRIS	Morristown town
State Routes	202	1420163	MAIN ST (US 202) / I87	0054.220	40.541062	-74.242748	MORRIS	Boonton town
State Routes	202	1618150	"US 202& NJ 23 / US 202, RAMPS M&N & NORFOLK SO. RR"	0063.150	40.545226	-74.155808	PASSAIC	Wayne township
State Routes	202	1618152	CR683(OLD NEWARK POMP. TPK)  OVER US202 & NJ RT.23	0000.000	40.552778	-74.160702	PASSAIC	Wayne township
State Routes	202	1807153	US 202 OVER HOLLAND BROOK	0019.500	40.332125	-74.430043	SOMERSET	Branchburg township
State Routes	202	1807155	US 202 OVER N BR RARITAN RIVER	0021.750	40.341074	-74.404242	SOMERSET	Branchburg township
State Routes	202	1807157	US 202 OVER 206 SB & NJ 28 (SOMERVILLE CIRCLE)	0024.430	40.343079	-74.374674	SOMERSET	Raritan borough
State Routes	202	1808150	ROUTES US 202 & 206 OVER PETER'S BROOK	0024.860	40.34481	-74.372491	SOMERSET	Somerville borough
State Routes	202	1808151	US 202 & 206 S.B. OVER US 22	0025.030	40.3457	-74.372	SOMERSET	Bridgewater township
State Routes	202	1808153	GARRETSON ROAD OVER US 20206 & I87 RAMP B	0002.210	40.353444	-74.372514	SOMERSET	Bridgewater township
State Routes	202	1808154	RTS 202 AND 206 OVER I87	0025.880	40.3542	-74.3724	SOMERSET	Bridgewater township
State Routes	202	1808156	ROUTES US 202 & US206 SB/ROUTE I87 RAMP-A (NB)	0026.140	40.355246	-74.372573	SOMERSET	Bridgewater township
State Routes	202	1808163	US 202/206 OVER CHAMBERS BROOK	0029.250	40.382877	-74.381281	SOMERSET	Bedminster township
State Routes	202	1808167	ROUTE US 202 & US 206 OVER N. BR RARITAN RIVER	0030.750	40.393977	-74.384364	SOMERSET	Bedminster township
State Routes	202	1808169	US 202 & 206 OVER AT&T SB EXIT	0031.040	40.39578	-74.3838	SOMERSET	Bedminster township
State Routes	202	1808170	COMMONS WAY OVER US 202/206	0000.000	40.35198	-74.372341	SOMERSET	Bridgewater township
State Routes	202	1808171	US 202/206 NB OVER US 22	0025.030	40.345532	-74.371878	SOMERSET	Bridgewater township
State Routes	202	1808172	US 202 RAMP L / US 22 RAMP M	0025.010	40.345394	-74.37153	SOMERSET	Bridgewater township
State Routes	202	1808173	RAMP K (STATE POLICE ACCESS)/US ROUTE 202 RAMP I	0000.000	40.3454	-74.373	SOMERSET	Bridgewater township
State Routes	202	1809150	ROUTE US202 OVER NORTH BRANCH RARITAN RIVER	0032.540	40.405784	-74.381865	SOMERSET	Bedminster township
State Routes	202	1809158	ROUTE US 202 OVER PASSAIC RIVER	0039.080	40.440058	-74.322382	MORRIS	Harding township
State Routes	206	0118150	US 206 OVER CEDAR BRANCH	0000.750	39.392586	-74.465768	ATLANTIC	Hammonton town
State Routes	206	0118152	US 206 OVER GREAT SWAMP BRANCH	0002.880	39.41032	-74.454801	ATLANTIC	Hammonton town
State Routes	206	0118153	RT 206 OVER ALBERTSONS BROOK	0003.750	39.4142	-74.4518	ATLANTIC	Hammonton town
State Routes	206	0118154	US 206 OVER CLARKS CREEK	0005.030	39.424198	-74.443734	ATLANTIC	Hammonton town
State Routes	206	0118155	US 206 OVER SLEEPERS BROOK	0005.130	39.424628	-74.443426	ATLANTIC	Hammonton town
State Routes	206	0324150	US 206 OVER ATSION LAKE	0007.270	39.442652	-74.433564	BURLINGTON	Shamong township
State Routes	206	0324152	ROUTE US 206 OVER SPRINGERS BROOK	0010.130	39.46462	-74.441872	BURLINGTON	Shamong township
State Routes	206	0324153	US 206 OVER MUSKINGUM CREEK	0013.160	39.49234	-74.440496	BURLINGTON	Tabernacle township
State Routes	206	0324155	US 206 OVER SO BR OF RANCOCAS CREEK	0020.610	39.554611	-74.443234	BURLINGTON	Southhampton township
State Routes	206	0324156	US 206 OVER JADE RUN	0021.080	39.561068	-74.443449	BURLINGTON	Southhampton township
State Routes	206	0324158	US206 OVER N BR RANCOCAS CREEK	0024.330	39.585503	-74.440944	BURLINGTON	Southhampton township
State Routes	206	0324160	US RT 206 OVER BARKERS CREEK	0027.330	40.013073	-74.435191	BURLINGTON	Springfield township
State Routes	206	0324162	US 206 OVER ASSISCUNK CREEK	0029.540	40.032526	-74.432635	BURLINGTON	Springfield township
State Routes	206	0324163	MAIN STREET (CR 543) / ROUTE US 206	0024.480	40.042202	-74.43204	BURLINGTON	Mansfield township
State Routes	206	0325150	US 206 OVER BLACKS CREEK	0034.820	40.075142	-74.421746	BURLINGTON	Bordenton township
State Routes	206	0325151	US206 SB OVER US130 NB	0035.610	40.083	-74.4212	BURLINGTON	Bordenton township
State Routes	206	0326150	RT US 206 NB OVER RT US 130 SB	0036.360	40.0912	-74.4154	BURLINGTON	Bordenton township
State Routes	206	0326152	US 206 NB OVER CROSSWICKS CREEK	0038.460	40.1054	-74.4218	BURLINGTON	Bordenton township
State Routes	206	0326153	US 206 SB OVER CROSSWICKS CREEK	0038.460	40.105544	-74.421717	BURLINGTON	Bordenton township
State Routes	206	1129150	ROUTE US 206 OVER SHABAKUNK CREEK	0045.630	40.1512	-74.443	MERCER	Lawrence township
State Routes	206	1129151	US 206 OVER FIVE MILE RUN	0047.170	40.1624	-74.44	MERCER	Lawrence township
State Routes	206	1129153	RT U.S.206 OVER SHIPETAUKIN CREEK	0050.300	40.1836	-74.4236	MERCER	Lawrence township
State Routes	206	1129154	Route US 206/STONEY BROOK FLOOD CHANNEL.	0052.500	40.2006	-74.4042	MERCER	Princeton township
State Routes	206	1129155	US 206 OVER STONY BROOK	0052.520	40.19589	-74.40553	MERCER	Princeton township
State Routes	206	1149161	SOUTH BROAD STREET (ROUTE US 206) OVER AMTRAK	0042.300	40.12487	-74.45356	MERCER	Trenton city
State Routes	206	1417152	US 206 OVER BLACK RIVER	0088.310	40.475244	-74.422892	MORRIS	Chester township
State Routes	206	1417153	Route US 206 OVER DRAKES BROOK	0089.650	40.484884	-74.424326	MORRIS	Mount Olive township
State Routes	206	1417156	US 206/SOUTH BR OF RARITAN RIVER	0092.230	40.51006	-74.4203	MORRIS	Mount Olive township
State Routes	206	1417158	ROUTE US 206/S.BR. OF RARITAN RIVER	0092.630	40.512181	-74.42041	MORRIS	Mount Olive township
State Routes	206	1417161	US 206 NB OVER NJ 183 SB	0095.350	40.533084	-74.41534	MORRIS	Roxbury township
State Routes	206	1428150	CONTINENTAL DR NORTH/MUSCONETCONG RVR	0097.740	40.5506	-74.4412	MORRIS	Mount Olive township
State Routes	206	1428153	CONTINENTAL DRIVE OVER US 206	0005.530	40.543276	-74.43162	MORRIS	Mount Olive township
State Routes	206	1428155	US 206 / MUSCONETCONG RIVER	0097.740	40.543822	-74.43045	MORRIS	Mount Olive township
State Routes	206	1810152	US 206 OVER BEDENS BROOK	0058.900	40.24521	-74.39009	SOMERSET	Montgomery township
State Routes	206	1810153	US206 OVER BACK BROOK	0060.270	40.26005	-74.393583	SOMERSET	Montgomery township
State Routes	206	1810155	US 206 OVER CRUSERS BROOK	0061.820	40.271575	-74.393629	SOMERSET	Montgomery township
